X,Y,FID,SWID,NAME,LADDR,LADDR2,LCITY,LSTATE,LZIP,LZIP4,COUNTRY,TYPE,PHONE,CONAME,COFIPS,LAT,LON,METHOD,REG_ID,NAICS_CODE,NAICS_DESC,STATUS_DAT,URL,LastVer
-84.34656032,33.70863289,811,130069,APAC/GA - DONZI LN PH 5B (L),"ES MORELAND AVE, S SHP CENTER", ,ATLANTA,GA,30316, ,US,C&D,7703801471,DEKALB,13089,33.708633,-84.34656,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.25274132,33.65662389,812,130070,"DEKALB CO-SEMINOLE RD PH 2A,3&4 (SL)",4203 CLEVEMONT RD, ,ELLENWOOD,GA,30294, ,US,BOTH,4042942927,DEKALB,13089,33.656624,-84.252741,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.10397046,33.74249087,813,130071,ROGERS LAKE ROAD C&D LANDFILL,1851 ROGERS LAKE ROAD, ,LITHONIA,GA,30058, ,US,C&D,7704824983,DEKALB,13089,33.742491,-84.10397,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-85.73842931,34.44061937,814,10082,FORT PAYNE INDUSTRIAL AND C&D LANDFILL,901 DEWYER AVENUE (HWY 35), ,FORT PAYNE,AL,35967, ,US,C&D, ,DEKALB,1049,34.440619,-85.738429,IMAGERY,1.10034E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-85.85162756,34.34522393,815,10083,SAND VALLEY LANDFILL,3345 COUNTY ROAD 209, ,COLLINSVILLE,AL,35961, ,US,MUNICIPAL, ,DEKALB,1049,34.345224,-85.851628,IMAGERY,1.1001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-85.83874128,31.70338137,816,10084,"BRUNDIDGE LANDFILL, LLC",515 CLEAN WATER DRIVE, ,BRUNDIDGE,AL,36010,2609,US,MUNICIPAL,3347355885,PIKE,1109,31.703381,-85.838741,IMAGERY,1.10013E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-85.21463596,34.19476506,817,130072,"ROME WALKER MTN RD, SITE 2",433 WALKER MOUNTAIN ROAD, ,ROME,GA,30161, ,US,BOTH,7062914512,FLOYD,13115,34.194765,-85.214636,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-85.99803467,31.78461824,818,10085,CITY OF TROY C AND D LANDFILL,HUDSON STREET, ,TROY,AL,36079, ,US,C&D,3345661133,PIKE,1109,31.784618,-85.998035,IMAGERY,1.10009E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-04T00:00:00.000Z
-84.38827026,34.28526866,819,130073,PINE BLUFF LANDFILL,13809 E. CHEROKEE DR., ,BALL GROUND,GA,30114, ,US,MUNICIPAL,7704792936,CHEROKEE,13057,34.285269,-84.38827,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.5591775,34.09122738,820,130074,CHEROKEE CO-SWIMS-SR 92 PH 5,N DIXIE SPEEDWAY TRACK, ,WOODSTOCK,GA,30189, ,US,C&D,7709263019,CHEROKEE,13057,34.091227,-84.559178,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-86.00715896,31.78238899,821,10086,PIKE LANDFILLS INC,PIKE LANDFILLS INC, ,TROY,AL,36079, ,US,C&D,3345666460,PIKE,1109,31.782389,-86.007159,IMAGERY,1.10025E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-04T00:00:00.000Z
-84.41410147,34.30666444,822,130075,"WASTE PRO OF GA, INC D/B/A CHEROKEE C&D LANDFILL",6285 BALL GROUND HIGHWAY, ,BALL GROUND,GA,30107, ,US,C&D,7704791083,CHEROKEE,13057,34.306664,-84.414101,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-83.60255611,33.873251,823,130076,WALTON CONSTRUCTION & DEMOLITION LANDFILL,145 US HIGHWAY 78, ,MONROE,GA,30655, ,US,C&D,7707257655,WALTON,13297,33.873251,-83.602556,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-83.59474803,33.87399003,824,130077,CARUTHERS MILL C&D LANDFILL,78 HIGHWAY 78, ,MONROE,GA,30655, ,US,C&D,7702076640,WALTON,13297,33.87399,-83.594748,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-83.59595298,33.87790211,825,130078,REPUBLIC - US 78 CONSTRUCTION AND DEMOLITION LANDFILL,64 HIGHWAY 78, ,MONROE,GA,30655, ,US,C&D,7708684430,WALTON,13297,33.877902,-83.595953,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-83.19544736,31.7472555,826,130079,"FITZGERALD, KIOCHEE CHURCH RD, PH.2",544 CAMP BROOKLYN ROAD, ,FITZGERALD,GA,31750, ,US,MUNICIPAL,2294242257,BEN HILL,13017,31.747255,-83.195447,IMAGERY,1.10011E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-87.47011254,32.41458985,827,10087,PERRY COUNTY ASSOCIATES LANDFILL,"RURAL ROUTE 2, BOX 110A", ,UNIONTOWN,AL,36786, ,US,MUNICIPAL,7703353652,PERRY,1105,32.41459,-87.470113,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-83.77221824,33.96571709,828,130080,OAK GROVE SANITARY LANDFILL,967 CARL BETHLEHEM ROAD, ,WINDER,GA,30680, ,US,MUNICIPAL,7708672499,BARROW,13013,33.965717,-83.772218,IMAGERY,1.1003E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-86.19193835,32.57063263,829,10088,WETUMPKA CONSTRUCTION/DEMOLITION LANDFILL,US HIGHWAY 231, ,WETUMPKA,AL,36092, ,US,C&D,3345671328,ELMORE,1051,32.570633,-86.191938,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-83.42840319,34.35524955,830,130081,R & B LANDFILL,705 FRANK BENNETT RD, ,HOMER,GA,30547, ,US,MUNICIPAL,7066772650,BANKS,13011,34.35525,-83.428403,IMAGERY,1.10001E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.85958684,33.92660536,831,130082,PAULDING CO - GULLEDGE RD N TRACT 1 (SL),240 CONSTITUTION BLVD, ,DALLAS,GA,30132, ,US,C&D,7704437601,PAULDING,13223,33.926605,-84.859587,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.22846971,30.8812708,832,130083,CAIRO - 6TH AVE (SL),1593 6TH AVENUE NW, ,CAIRO,GA,39828, ,US,MUNICIPAL,2293777778,GRADY,13131,30.881271,-84.22847,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-85.28371077,32.8532129,833,10089,CHAMBERS COUNTY LANDFILL,7245 VETERANS MEMORIAL HIGHWAY, ,LANETT,AL,36863, ,US,C&D, ,CHAMBERS,1017,32.853213,-85.283711,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-84.76597795,34.5107036,834,130084,GORDON CO - REDBONE RIDGES RD (SL),REDBONE RIDGES RD., ,RANGER,GA,30734, ,US,MUNICIPAL,7066295633,GORDON,13129,34.510704,-84.765978,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-84.9553456,34.65145445,835,130085,"WHITFIELD CO - DALTON, OLD DIXIE HWY, PH 6",4189 OLD DIXIE HIGHWAY SE, ,DALTON,GA,30721, ,US,MUNICIPAL,7062772545,WHITFIELD,13313,34.651454,-84.955346,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-86.25314142,33.68168327,836,10090,VEOLIA ES CEDAR HILL LANDFILL,1319 NO BUSINESS CREEK ROAD, ,RAGLAND,AL,35131, ,US,MUNICIPAL,2056409425,ST. CLAIR,1115,33.681683,-86.253141,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-83.4587262,34.55522481,837,130086,HABERSHAM CO - SR13 MSWL,4900 DICKS HILL PARKWAY, ,MT AIRY,GA,30563, ,US,MUNICIPAL,7067769258,HABERSHAM,13137,34.555225,-83.458726,IMAGERY, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-07T00:00:00.000Z,http://www.gaepd.org/Documents/lpb_solidwaste.html#swpermfac,2012-11-28T00:00:00.000Z
-88.67393252,33.59635329,838,280047,WEST POINT RUBBISH SITE,LANDFILL ROAD, ,WEST POINT,MS,39773, ,US,C&D,6624943513,CLAY,28025,33.596353,-88.673933,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-14T00:00:00.000Z
-86.70715116,33.94664267,839,10091,B & B TIRE LANDFILL,1316 COUNTY HIGHWAY 9, ,HAYDEN,AL,35079, ,US,C&D,2056476736,BLOUNT,1009,33.946643,-86.707151,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-88.61280786,31.66828591,840,280048,WAYNESBORO CLASS I RUBBISH SITE,LANDFILL ROAD, ,WAYNESBORO,MS,39367, ,US,C&D,6017354874,WAYNE,28153,31.668286,-88.612808,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-18T00:00:00.000Z
-86.74774692,33.8802701,841,10092,BLOUNT COUNTY LANDFILL,2390 ARMSTRONG LOOP, ,HAYDEN,AL,35079, ,US,C&D,2056476569,BLOUNT,1009,33.88027,-86.747747,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-88.63306189,31.73784925,842,280049,WAYNESBORO LANDFILL 2,JIMMY RAMEY ROAD, ,WAYNESBORO,MS,39367, ,US,C&D,6017354874,WAYNE,28153,31.737849,-88.633062,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-18T00:00:00.000Z
-86.06738191,33.07867527,843,10093,MADIX LANDFILL NO 2,AARON STREET, ,GOODWATER,AL,35072, ,US,C&D,2568396354,COOSA,1037,33.078675,-86.067382,IMAGERY,1.10009E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-30T00:00:00.000Z
-89.10185118,31.40568939,844,280050,PINE BELT REGIONAL LANDFILL,HIGHWAY 29, ,PETAL,MS,39456, ,US,BOTH,6015456676,PERRY,28111,31.405689,-89.101851,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-87.60973866,34.17700679,845,10094,WILLOW RIDGE LANDFILL,10512 ALABAMA 13, ,HALEYVILLE,AL,35565, ,US,BOTH,2054686930,WINSTON,1133,34.177007,-87.609739,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-88.58815485,33.12912688,846,280051,CITY OF MACON CLASS I RUBBISH SITE,PINEY WOODS ROAD, ,MACON,MS,39341, ,US,C&D,6627265847,NOXUBEE,28103,33.129127,-88.588155,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-87.56536541,34.05195072,847,10095,"PACE INDUSTRIES, INC. LYNN LANDFILL",COUNTY ROAD 356, ,LYNN,AL,35575, ,US,C&D, ,WINSTON,1133,34.051951,-87.565365,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-89.09123795,32.72044682,848,280052,NESHOBA COUNTY CLASS I RUBBISH SITE,1041 COUNTY ROAD 533, ,PHILADELPHIA,MS,39350, ,US,C&D,6016566281,NESHOBA,28099,32.720447,-89.091238,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-89.03696523,34.56270634,849,280053,NEW ALBANY PUMPKIN CENTER CLASS I SITE,COUNTY ROAD 75, ,NEW ALBANY,MS,38652, ,US,C&D,6625341010,UNION,28145,34.562706,-89.036965,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-18T00:00:00.000Z
-85.07013351,32.37680425,850,10096,PHENIX CITY INERT LANDFILL,HIGHWAY 431 SOUTH, ,PHENIX CITY,AL,36869, ,US,C&D,3342972140,RUSSELL,1113,32.376804,-85.070134,IMAGERY,1.10034E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-04T00:00:00.000Z
-89.23771512,31.23036987,851,280054,NORTH GATE CLASS I RUBBISH SITE,NORTHGATE ROAD, ,HATTIESBURG,MS,39401, ,US,C&D,6016064050,FORREST,28035,31.23037,-89.237715,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-14T00:00:00.000Z
-86.00050875,31.50758598,852,10097,COFFEE LANDFILL,7733 HIGHWAY 125, ,ELBA,AL,36323, ,US,MUNICIPAL, ,COFFEE,1031,31.507586,-86.000509,IMAGERY,1.10012E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-88.47570618,34.93232398,853,280055,ALCORN COUNTY CLASS I LANDFILL,PROPER STREET, ,CORINTH,MS,38835, ,US,C&D,6622867707,ALCORN,28003,34.932324,-88.475706,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-14T00:00:00.000Z
-89.1540033,33.89168832,854,280056,BLUEBERRY HILL DISPOSAL SITE,COUNTY ROAD 450, ,VARDAMAN,MS,38878, ,US,C&D,6626827377,CALHOUN,28013,33.891688,-89.154003,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-14T00:00:00.000Z
-87.32643429,31.59909602,855,10098,MONROE COUNTY CONSTRUCTION AND DEMOLITION LANDFILL,7034 RIDGE ROAD, ,MONROEVILLE,AL,36460, ,US,C&D,2515752689,MONROE,1099,31.599096,-87.326434,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-88.77074493,34.42177772,856,280057,TMCO CLASS I RUBBISH SITE,544 BIRMINGHAM RIDGE ROAD, ,SALTILLO,MS,38866, ,US,C&D,6628692151,LEE,28081,34.421778,-88.770745,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.6717775,33.52804978,857,280058,GOLDEN TRIANGLE REGIONAL LANDFILL,2525 OLD WEST POINT ROAD, ,STARKVILLE,MS,39759, ,US,MUNICIPAL,6623247566,OKTIBBEHA,28105,33.52805,-88.671777,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-13T00:00:00.000Z
-88.81225762,33.50581736,858,280059,STARKVILLE CLASS I RUBBISH SITE,1677 ROCK HILL ROAD, ,STARKVILLE,MS,39759, ,US,C&D,6623244011,OKTIBBEHA,28105,33.505817,-88.812258,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-86.90210457,34.0273888,859,10099,CULLMAN ENVIRONMENTAL WASTE MANAGEMENT CENTER,2805 ALABAMA HIGHWAY 69 SOUTH, ,DODGE CITY,AL,35057, ,US,MUNICIPAL, ,CULLMAN,1043,34.027389,-86.902105,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-86.32077578,32.40917125,860,10100,NORTH MONTGOMERY LANDFILL,115 DIVISION STREET, ,MONTGOMERY,AL,36104, ,US,BOTH,3342404660,MONTGOMERY,1101,32.409171,-86.320776,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-04T00:00:00.000Z
-86.33420379,32.41165608,861,10101,CIRCLE J INERT LANDFILL,1855 PARALLEL STREET, ,MONTGOMERY,AL,36104, ,US,C&D,3342844274,MONTGOMERY,1101,32.411656,-86.334204,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-86.38942389,32.35617899,862,10102,TOCWAH LAND RECLAMATION AND C/D LANDFILL,1761 HUNTER LOOP ROAD, ,MONTGOMERY,AL,36108, ,US,C&D,3342881500,MONTGOMERY,1101,32.356179,-86.389424,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-87.11151411,31.0183537,863,10103,JAY ROAD INERT LANDFILL,JAY ROAD, ,BREWTON,AL,36426, ,US,C&D,2518675210,ESCAMBIA,1053,31.018354,-87.111514,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-85.46422736,33.25374997,864,10104,RANDOLPH C/D LANDFILL,1938 COUNTY ROAD 811, ,WEDOWEE,AL,36278, ,US,C&D,2563572311,RANDOLPH,1111,33.25375,-85.464227,IMAGERY,1.10044E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-04T00:00:00.000Z
-87.60748764,33.61560769,865,10105,NORTH RIVER MINE LANDFILL,ALABAMA HIGHWAY 63, ,BERRY,AL,35546, ,US,C&D,2056896014,FAYETTE,1057,33.615608,-87.607488,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-12-05T00:00:00.000Z
-85.26161372,32.65347848,866,10106,SALEM LANDFILL,4210 LEE RD #183, ,OPELIKA,AL,36804,8653,US,MUNICIPAL,3347054353,LEE,1081,32.653478,-85.261614,IMAGERY,1.10002E+11,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2011-06-29T00:00:00.000Z,http://www.adem.state.al.us/programs/land/guidanceReports.cnt,2012-11-29T00:00:00.000Z
-89.13999333,31.57807306,867,280060,"RANDY / DANNY, INC. CLASS I RUBBISH SITE",184 IRA G. ODOM ROAD, ,ELLISVILLE,MS,39437, ,US,C&D,6014773999,JONES,28067,31.578073,-89.139993,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.35461482,33.46971718,868,280061,COLUMBUS CLASS I RUBBISH SITE,2221 ARMSTRONG ROAD, ,COLUMBUS,MS,39701, ,US,C&D,6623295115,LOWNDES,28087,33.469717,-88.354615,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-89.16193654,32.38849829,869,280062,NEWTON CO. CLASS I RUBBISH SITE,2042 LANDFILL ROAD, ,NEWTON,MS,39345, ,US,C&D,6016836607,NEWTON,28101,32.388498,-89.161937,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.40066358,33.84184662,870,280063,MONROE CO. CLASS I RUBBISH SITE,52076 HIGHWAY 8 EAST, ,ABERDEEN,MS,39730, ,US,C&D,6623696654,MONROE,28095,33.841847,-88.400664,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.70480348,32.33985095,871,280064,WASTE PRO MERIDIAN II CLASS I RUBBISH SITE,2601 ANDERSON ROAD, ,MERIDIAN,MS,39302, ,US,C&D,6014839777,LAUDERDALE,28075,32.339851,-88.704803,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.75469757,32.44817407,872,280065,WASTE PRO MERIDIAN I CLASS I RUBBISH SITE,7701 BARNHILL ROAD, ,MERIDIAN,MS,39305, ,US,C&D,6014839777,LAUDERDALE,28075,32.448174,-88.754698,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
-88.63209677,32.44674357,873,280066,"H.E. MOSELEY, INC. CLASS I RUBBISH SITE",7717 HIGHWAY 45 NORTH, ,MERIDIAN,MS,39301, ,US,C&D,6016795900,LAUDERDALE,28075,32.446744,-88.632097,IMAGERY/OTHER, ,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",2012-08-30T00:00:00.000Z,http://www.deq.state.ms.us/MDEQ.nsf/page/SW_Home?OpenDocument,2012-12-17T00:00:00.000Z
